"PID","networkType","nom","term"
2836,"closeFrds",7442,"fa19"
2836,"responsive",1256,"fa19"
2836,"closeFrds",4656,"fa19"
2836,"responsive",4953,"fa19"
2836,"negEmoSupp",8014,"fa19"
2836,"closeFrds",8014,"fa19"
2836,"closeFrds",7916,"fa19"
2836,"negEmoSupp",1256,"fa19"
2836,"negEmoSupp",7916,"fa19"
2836,"closeFrds",1256,"fa19"
2836,"closeFrds",4953,"fa19"
2836,"negEmoSupp",4656,"fa19"
2836,"negEmoSupp",4953,"fa19"
2836,"responsive",8014,"fa19"
2836,"responsive",7743,"fa19"
2836,"responsive",7916,"fa19"
2836,"negEmoSupp",4484,"fa19"
2836,"responsive",4656,"fa19"
2838,"responsive",4871,"fa19"
2838,"negEmoSupp",4259,"fa19"
2838,"closeFrds",4871,"fa19"
2838,"closeFrds",5430,"fa19"
2838,"closeFrds",1326,"fa19"
2838,"closeFrds",6230,"fa19"
2838,"negEmoSupp",6230,"fa19"
2838,"negEmoSupp",1326,"fa19"
2838,"negEmoSupp",4871,"fa19"
2838,"closeFrds",4259,"fa19"
2844,"negEmoSupp",2754,"fa19"
2844,"closeFrds",2754,"fa19"
2844,"responsive",5907,"fa19"
2844,"responsive",3988,"fa19"
2844,"negEmoSupp",3970,"fa19"
2844,"closeFrds",3128,"fa19"
2844,"responsive",3128,"fa19"
2844,"closeFrds",7806,"fa19"
2844,"negEmoSupp",3128,"fa19"
2844,"negEmoSupp",7721,"fa19"
2844,"closeFrds",1847,"fa19"
2844,"responsive",3970,"fa19"
2844,"closeFrds",7425,"fa19"
2844,"negEmoSupp",4160,"fa19"
2844,"closeFrds",3970,"fa19"
2844,"responsive",1847,"fa19"
2844,"negEmoSupp",3988,"fa19"
2844,"responsive",1150,"fa19"
2850,"responsive",2248,"fa19"
2850,"closeFrds",7029,"fa19"
2850,"closeFrds",5971,"fa19"
2850,"negEmoSupp",7029,"fa19"
2850,"closeFrds",2144,"fa19"
2850,"negEmoSupp",6297,"fa19"
2850,"closeFrds",5282,"fa19"
2850,"responsive",7029,"fa19"
2850,"closeFrds",1329,"fa19"
2850,"negEmoSupp",1329,"fa19"
2850,"closeFrds",2248,"fa19"
2866,"closeFrds",5177,"fa19"
2866,"closeFrds",3225,"fa19"
2866,"responsive",5177,"fa19"
2866,"negEmoSupp",3225,"fa19"
2866,"responsive",7039,"fa19"
2866,"closeFrds",7039,"fa19"
2866,"responsive",7478,"fa19"
2866,"negEmoSupp",5177,"fa19"
2866,"closeFrds",5501,"fa19"
2866,"responsive",5501,"fa19"
2866,"responsive",3225,"fa19"
2867,"closeFrds",3942,"fa19"
2867,"closeFrds",6113,"fa19"
2867,"responsive",6113,"fa19"
2867,"closeFrds",6653,"fa19"
2867,"closeFrds",5291,"fa19"
2867,"closeFrds",2231,"fa19"
2885,"closeFrds",1400,"fa19"
2885,"closeFrds",2484,"fa19"
2885,"negEmoSupp",2484,"fa19"
2885,"responsive",7099,"fa19"
2885,"responsive",2484,"fa19"
2885,"negEmoSupp",1400,"fa19"
2886,"closeFrds",6477,"fa19"
2886,"negEmoSupp",6438,"fa19"
2886,"closeFrds",6254,"fa19"
2886,"responsive",3544,"fa19"
2886,"closeFrds",8309,"fa19"
2886,"responsive",6254,"fa19"
2886,"negEmoSupp",4661,"fa19"
2886,"responsive",6218,"fa19"
2886,"closeFrds",2089,"fa19"
2886,"closeFrds",3116,"fa19"
2886,"negEmoSupp",7707,"fa19"
2886,"responsive",4630,"fa19"
2886,"closeFrds",1488,"fa19"
2888,"negEmoSupp",1375,"fa19"
2888,"closeFrds",5795,"fa19"
2888,"negEmoSupp",5245,"fa19"
2888,"closeFrds",2979,"fa19"
2888,"closeFrds",1134,"fa19"
2888,"closeFrds",7923,"fa19"
2888,"closeFrds",5147,"fa19"
2888,"closeFrds",4021,"fa19"
2903,"closeFrds",3137,"fa19"
2903,"closeFrds",3034,"fa19"
2903,"closeFrds",5649,"fa19"
2903,"negEmoSupp",8260,"fa19"
2903,"negEmoSupp",5649,"fa19"
2903,"negEmoSupp",6156,"fa19"
2903,"closeFrds",8260,"fa19"
2903,"closeFrds",7785,"fa19"
2903,"closeFrds",6156,"fa19"
2903,"responsive",3034,"fa19"
2903,"negEmoSupp",3034,"fa19"
2903,"negEmoSupp",3410,"fa19"
2908,"responsive",5249,"fa19"
2908,"closeFrds",7526,"fa19"
2908,"negEmoSupp",3159,"fa19"
2908,"responsive",1814,"fa19"
2908,"negEmoSupp",7526,"fa19"
2908,"negEmoSupp",1814,"fa19"
2908,"responsive",7526,"fa19"
2908,"closeFrds",7149,"fa19"
2911,"closeFrds",7174,"fa19"
2911,"closeFrds",2439,"fa19"
2911,"negEmoSupp",7106,"fa19"
2911,"closeFrds",7149,"fa19"
2911,"closeFrds",7106,"fa19"
2911,"negEmoSupp",2439,"fa19"
2911,"closeFrds",4631,"fa19"
2916,"closeFrds",3564,"fa19"
2916,"closeFrds",3217,"fa19"
2916,"responsive",8145,"fa19"
2916,"responsive",2079,"fa19"
2916,"negEmoSupp",3120,"fa19"
2916,"responsive",6857,"fa19"
2916,"closeFrds",6857,"fa19"
2916,"negEmoSupp",3217,"fa19"
2916,"closeFrds",3120,"fa19"
2916,"negEmoSupp",6857,"fa19"
2934,"negEmoSupp",5631,"fa19"
2934,"responsive",3120,"fa19"
2934,"responsive",1080,"fa19"
2934,"responsive",5631,"fa19"
2934,"negEmoSupp",5060,"fa19"
2934,"closeFrds",3120,"fa19"
2934,"responsive",2369,"fa19"
2934,"responsive",5060,"fa19"
2934,"closeFrds",5951,"fa19"
2934,"negEmoSupp",3120,"fa19"
2934,"closeFrds",5395,"fa19"
2942,"closeFrds",7684,"fa19"
2942,"responsive",3988,"fa19"
2942,"closeFrds",7721,"fa19"
2942,"negEmoSupp",7684,"fa19"
2942,"responsive",7721,"fa19"
2942,"closeFrds",4860,"fa19"
2942,"closeFrds",4135,"fa19"
2942,"negEmoSupp",7721,"fa19"
2942,"responsive",7684,"fa19"
2942,"closeFrds",1150,"fa19"
2942,"closeFrds",7083,"fa19"
2942,"negEmoSupp",7083,"fa19"
2942,"negEmoSupp",1150,"fa19"
2944,"responsive",8153,"fa19"
2944,"responsive",3217,"fa19"
2944,"closeFrds",8153,"fa19"
2944,"closeFrds",1541,"fa19"
2944,"closeFrds",4623,"fa19"
2944,"negEmoSupp",1541,"fa19"
2944,"negEmoSupp",7851,"fa19"
2944,"responsive",8288,"fa19"
2944,"closeFrds",2248,"fa19"
2944,"responsive",2891,"fa19"
2944,"responsive",7794,"fa19"
2944,"negEmoSupp",7794,"fa19"
2944,"negEmoSupp",7561,"fa19"
2944,"negEmoSupp",4623,"fa19"
2944,"negEmoSupp",8153,"fa19"
2944,"closeFrds",4141,"fa19"
2954,"closeFrds",4523,"fa19"
2954,"responsive",2947,"fa19"
2954,"responsive",1945,"fa19"
2954,"closeFrds",2947,"fa19"
2954,"responsive",2429,"fa19"
2954,"negEmoSupp",3323,"fa19"
2954,"responsive",5861,"fa19"
2954,"responsive",7063,"fa19"
2954,"negEmoSupp",7063,"fa19"
2954,"negEmoSupp",1945,"fa19"
2954,"closeFrds",7063,"fa19"
2954,"responsive",4523,"fa19"
2954,"negEmoSupp",2429,"fa19"
2954,"negEmoSupp",4523,"fa19"
2954,"closeFrds",1945,"fa19"
2954,"closeFrds",3323,"fa19"
2954,"negEmoSupp",2947,"fa19"
2954,"closeFrds",2429,"fa19"
2959,"closeFrds",6598,"fa19"
2959,"responsive",4780,"fa19"
2959,"responsive",6722,"fa19"
2959,"responsive",6598,"fa19"
2959,"responsive",6478,"fa19"
2959,"responsive",6850,"fa19"
2959,"negEmoSupp",6478,"fa19"
2959,"closeFrds",6722,"fa19"
2959,"negEmoSupp",4780,"fa19"
2959,"closeFrds",4780,"fa19"
2959,"negEmoSupp",6850,"fa19"
2959,"closeFrds",6850,"fa19"
2959,"negEmoSupp",6722,"fa19"
2959,"closeFrds",3594,"fa19"
2959,"responsive",3594,"fa19"
2959,"closeFrds",6478,"fa19"
2959,"negEmoSupp",6598,"fa19"
2959,"negEmoSupp",3594,"fa19"
2963,"closeFrds",1518,"fa19"
2963,"negEmoSupp",7354,"fa19"
2963,"closeFrds",7354,"fa19"
2963,"negEmoSupp",5546,"fa19"
2963,"closeFrds",5546,"fa19"
2964,"closeFrds",6377,"fa19"
2964,"negEmoSupp",6622,"fa19"
2964,"closeFrds",7859,"fa19"
2964,"negEmoSupp",6480,"fa19"
2964,"negEmoSupp",6377,"fa19"
2964,"closeFrds",6480,"fa19"
2964,"negEmoSupp",4937,"fa19"
2964,"responsive",4937,"fa19"
2964,"responsive",6377,"fa19"
2964,"negEmoSupp",7859,"fa19"
2964,"responsive",7859,"fa19"
2964,"closeFrds",4937,"fa19"
2964,"closeFrds",6622,"fa19"
2968,"closeFrds",6073,"fa19"
2968,"closeFrds",1438,"fa19"
2968,"responsive",2452,"fa19"
2968,"negEmoSupp",5120,"fa19"
2968,"responsive",5120,"fa19"
2968,"negEmoSupp",2452,"fa19"
2968,"responsive",3442,"fa19"
2968,"closeFrds",2452,"fa19"
2968,"closeFrds",5120,"fa19"
2968,"closeFrds",7914,"fa19"
2968,"negEmoSupp",3442,"fa19"
2968,"closeFrds",3442,"fa19"
2969,"responsive",7322,"fa19"
2969,"negEmoSupp",1549,"fa19"
2969,"closeFrds",4600,"fa19"
2969,"closeFrds",7386,"fa19"
2969,"negEmoSupp",6378,"fa19"
2969,"closeFrds",1087,"fa19"
2969,"negEmoSupp",4600,"fa19"
2969,"responsive",5234,"fa19"
2969,"closeFrds",5916,"fa19"
2969,"closeFrds",7578,"fa19"
2969,"negEmoSupp",7386,"fa19"
2969,"responsive",6378,"fa19"
2969,"responsive",1087,"fa19"
2969,"negEmoSupp",7578,"fa19"
2969,"closeFrds",6378,"fa19"
2979,"responsive",5147,"fa19"
2979,"closeFrds",5795,"fa19"
2979,"negEmoSupp",1375,"fa19"
2979,"responsive",1575,"fa19"
2979,"closeFrds",2741,"fa19"
2979,"closeFrds",6276,"fa19"
2979,"closeFrds",1134,"fa19"
2979,"responsive",2764,"fa19"
2979,"closeFrds",5147,"fa19"
2979,"negEmoSupp",1134,"fa19"
2979,"negEmoSupp",5795,"fa19"
2979,"negEmoSupp",2888,"fa19"
2979,"closeFrds",2888,"fa19"
2979,"responsive",1134,"fa19"
3000,"closeFrds",7851,"fa19"
3000,"closeFrds",4417,"fa19"
3000,"responsive",7851,"fa19"
3000,"negEmoSupp",8129,"fa19"
3000,"negEmoSupp",1617,"fa19"
3000,"closeFrds",8129,"fa19"
3000,"responsive",1617,"fa19"
3000,"responsive",8129,"fa19"
3000,"closeFrds",1575,"fa19"
3000,"negEmoSupp",7851,"fa19"
3000,"negEmoSupp",6590,"fa19"
3000,"responsive",6783,"fa19"
3000,"responsive",1575,"fa19"
3000,"negEmoSupp",4417,"fa19"
3000,"closeFrds",6590,"fa19"
3000,"closeFrds",7560,"fa19"
3000,"responsive",4417,"fa19"
3001,"negEmoSupp",1133,"fa19"
3001,"negEmoSupp",8077,"fa19"
3001,"responsive",8067,"fa19"
3001,"negEmoSupp",4202,"fa19"
3001,"negEmoSupp",8067,"fa19"
3001,"closeFrds",7142,"fa19"
3001,"responsive",1133,"fa19"
3001,"responsive",7142,"fa19"
3001,"closeFrds",4202,"fa19"
3001,"closeFrds",1133,"fa19"
3001,"negEmoSupp",7142,"fa19"
3001,"closeFrds",8077,"fa19"
3001,"closeFrds",8067,"fa19"
3001,"responsive",4202,"fa19"
3003,"responsive",1625,"fa19"
3003,"closeFrds",1625,"fa19"
3003,"negEmoSupp",3853,"fa19"
3003,"closeFrds",3564,"fa19"
3003,"closeFrds",3853,"fa19"
3003,"closeFrds",6123,"fa19"
3003,"negEmoSupp",3564,"fa19"
3003,"responsive",3564,"fa19"
3003,"negEmoSupp",3217,"fa19"
3003,"closeFrds",1214,"fa19"
3003,"responsive",3120,"fa19"
3003,"responsive",3853,"fa19"
3008,"closeFrds",2516,"fa19"
3008,"closeFrds",7345,"fa19"
3008,"closeFrds",5271,"fa19"
3008,"responsive",6357,"fa19"
3008,"closeFrds",7063,"fa19"
3008,"responsive",5271,"fa19"
3008,"negEmoSupp",7063,"fa19"
3008,"closeFrds",3530,"fa19"
3008,"closeFrds",3138,"fa19"
3008,"negEmoSupp",5271,"fa19"
3020,"responsive",1622,"fa19"
3020,"closeFrds",6066,"fa19"
3020,"closeFrds",2020,"fa19"
3020,"closeFrds",7099,"fa19"
3020,"closeFrds",7337,"fa19"
3020,"responsive",4220,"fa19"
3020,"closeFrds",4269,"fa19"
3020,"negEmoSupp",2020,"fa19"
3020,"responsive",1091,"fa19"
3020,"closeFrds",1663,"fa19"
3024,"closeFrds",6689,"fa19"
3024,"negEmoSupp",5558,"fa19"
3024,"responsive",2433,"fa19"
3024,"negEmoSupp",3824,"fa19"
3024,"closeFrds",5558,"fa19"
3024,"responsive",2735,"fa19"
3024,"responsive",2732,"fa19"
3024,"negEmoSupp",5814,"fa19"
3024,"closeFrds",2732,"fa19"
3024,"closeFrds",3397,"fa19"
3024,"responsive",4216,"fa19"
3024,"negEmoSupp",1282,"fa19"
3024,"closeFrds",8050,"fa19"
3024,"closeFrds",5814,"fa19"
3043,"closeFrds",6701,"fa19"
3043,"responsive",6701,"fa19"
3043,"closeFrds",7789,"fa19"
3043,"negEmoSupp",7789,"fa19"
3043,"responsive",5329,"fa19"
3043,"responsive",3818,"fa19"
3043,"responsive",6545,"fa19"
3043,"responsive",7789,"fa19"
3045,"negEmoSupp",7472,"fa19"
3045,"closeFrds",8027,"fa19"
3045,"negEmoSupp",2583,"fa19"
3045,"negEmoSupp",5991,"fa19"
3045,"closeFrds",7052,"fa19"
3045,"responsive",1051,"fa19"
3045,"negEmoSupp",3905,"fa19"
3045,"closeFrds",3905,"fa19"
3045,"closeFrds",7472,"fa19"
3045,"negEmoSupp",3119,"fa19"
3045,"responsive",5521,"fa19"
3045,"closeFrds",7228,"fa19"
3045,"responsive",3119,"fa19"
3045,"negEmoSupp",7322,"fa19"
3054,"responsive",4000,"fa19"
3054,"negEmoSupp",4000,"fa19"
3054,"closeFrds",7112,"fa19"
3054,"responsive",5172,"fa19"
3054,"negEmoSupp",4345,"fa19"
3054,"closeFrds",4000,"fa19"
3054,"negEmoSupp",4043,"fa19"
3054,"negEmoSupp",3455,"fa19"
3054,"closeFrds",3738,"fa19"
3054,"responsive",7112,"fa19"
3054,"closeFrds",4043,"fa19"
3054,"closeFrds",3455,"fa19"
3054,"responsive",3455,"fa19"
3054,"negEmoSupp",7112,"fa19"
3054,"closeFrds",1147,"fa19"
3054,"negEmoSupp",1147,"fa19"
3060,"closeFrds",6836,"fa19"
3060,"negEmoSupp",6836,"fa19"
3060,"negEmoSupp",6158,"fa19"
3060,"responsive",6836,"fa19"
3060,"closeFrds",3729,"fa19"
3060,"responsive",7939,"fa19"
3060,"negEmoSupp",7939,"fa19"
3060,"closeFrds",1647,"fa19"
3060,"closeFrds",2303,"fa19"
3060,"closeFrds",6158,"fa19"
3060,"closeFrds",7939,"fa19"
3062,"closeFrds",2516,"fa19"
3062,"closeFrds",6838,"fa19"
3062,"negEmoSupp",2516,"fa19"
3062,"closeFrds",2064,"fa19"
3062,"closeFrds",3184,"fa19"
3062,"responsive",2516,"fa19"
3062,"responsive",6838,"fa19"
3062,"negEmoSupp",2064,"fa19"
3064,"closeFrds",3851,"fa19"
3064,"closeFrds",6810,"fa19"
3064,"negEmoSupp",6810,"fa19"
3064,"closeFrds",8039,"fa19"
3064,"closeFrds",1692,"fa19"
3064,"responsive",6810,"fa19"
3075,"responsive",8294,"fa19"
3075,"closeFrds",5381,"fa19"
3075,"responsive",3402,"fa19"
3075,"closeFrds",3876,"fa19"
3075,"closeFrds",3857,"fa19"
3075,"responsive",5059,"fa19"
3075,"responsive",1276,"fa19"
3075,"responsive",2679,"fa19"
3075,"closeFrds",4175,"fa19"
3075,"closeFrds",1276,"fa19"
3075,"responsive",4410,"fa19"
3075,"closeFrds",7176,"fa19"
3080,"responsive",1645,"fa19"
3080,"closeFrds",4859,"fa19"
3080,"negEmoSupp",6676,"fa19"
3080,"closeFrds",7262,"fa19"
3080,"responsive",6676,"fa19"
3080,"closeFrds",6676,"fa19"
3080,"responsive",2138,"fa19"
3083,"negEmoSupp",2514,"fa19"
3083,"negEmoSupp",7322,"fa19"
3083,"closeFrds",1194,"fa19"
3083,"closeFrds",2514,"fa19"
3083,"closeFrds",6863,"fa19"
3083,"closeFrds",2652,"fa19"
3083,"negEmoSupp",6863,"fa19"
3092,"responsive",1326,"fa19"
3092,"closeFrds",5411,"fa19"
3092,"closeFrds",5082,"fa19"
3092,"closeFrds",6065,"fa19"
3092,"closeFrds",4721,"fa19"
3092,"closeFrds",6257,"fa19"
3092,"responsive",4721,"fa19"
3092,"closeFrds",4937,"fa19"
3092,"negEmoSupp",1326,"fa19"
3100,"responsive",2023,"fa19"
3100,"responsive",1186,"fa19"
3100,"closeFrds",1186,"fa19"
3100,"responsive",4320,"fa19"
3100,"negEmoSupp",1186,"fa19"
3100,"negEmoSupp",1468,"fa19"
3100,"responsive",4492,"fa19"
3100,"closeFrds",4492,"fa19"
3100,"closeFrds",1468,"fa19"
3100,"negEmoSupp",4492,"fa19"
3100,"negEmoSupp",4320,"fa19"
3100,"closeFrds",4320,"fa19"
3100,"responsive",1468,"fa19"
3101,"closeFrds",6285,"fa19"
3101,"closeFrds",5062,"fa19"
3101,"closeFrds",1650,"fa19"
3101,"closeFrds",6985,"fa19"
3101,"responsive",6985,"fa19"
3116,"closeFrds",4667,"fa19"
3116,"responsive",3098,"fa19"
3116,"negEmoSupp",3098,"fa19"
3116,"closeFrds",2915,"fa19"
3116,"responsive",8094,"fa19"
3116,"closeFrds",8094,"fa19"
3116,"responsive",6411,"fa19"
3116,"negEmoSupp",2915,"fa19"
3116,"closeFrds",3098,"fa19"
3116,"responsive",7707,"fa19"
3116,"negEmoSupp",8094,"fa19"
3116,"negEmoSupp",4667,"fa19"
3116,"negEmoSupp",7707,"fa19"
3116,"responsive",4667,"fa19"
3116,"responsive",2915,"fa19"
3120,"closeFrds",3564,"fa19"
3120,"closeFrds",1828,"fa19"
3120,"closeFrds",3217,"fa19"
3120,"closeFrds",2916,"fa19"
3120,"responsive",2916,"fa19"
3120,"negEmoSupp",6123,"fa19"
3120,"negEmoSupp",2916,"fa19"
3120,"closeFrds",6123,"fa19"
3120,"responsive",1828,"fa19"
3120,"negEmoSupp",3564,"fa19"
3120,"negEmoSupp",1828,"fa19"
3120,"negEmoSupp",3217,"fa19"
3120,"responsive",3217,"fa19"
3120,"responsive",5395,"fa19"
3120,"closeFrds",5395,"fa19"
3120,"responsive",6123,"fa19"
3120,"negEmoSupp",5395,"fa19"
3120,"responsive",3564,"fa19"
3123,"responsive",6700,"fa19"
3123,"responsive",1047,"fa19"
3123,"negEmoSupp",1047,"fa19"
3123,"negEmoSupp",6965,"fa19"
3123,"responsive",6965,"fa19"
3123,"closeFrds",6965,"fa19"
3123,"negEmoSupp",6700,"fa19"
3123,"closeFrds",1047,"fa19"
3123,"closeFrds",6700,"fa19"
3126,"closeFrds",5473,"fa19"
3126,"closeFrds",6323,"fa19"
3126,"closeFrds",1202,"fa19"
3126,"closeFrds",6611,"fa19"
3126,"responsive",6323,"fa19"
3126,"negEmoSupp",6323,"fa19"
3126,"negEmoSupp",6611,"fa19"
3126,"negEmoSupp",5089,"fa19"
3126,"negEmoSupp",1202,"fa19"
3126,"negEmoSupp",5473,"fa19"
3131,"responsive",4109,"fa19"
3131,"responsive",7443,"fa19"
3131,"closeFrds",6048,"fa19"
3131,"negEmoSupp",6048,"fa19"
3131,"closeFrds",2451,"fa19"
3131,"closeFrds",8170,"fa19"
3131,"closeFrds",1615,"fa19"
3131,"closeFrds",1133,"fa19"
3131,"responsive",8170,"fa19"
3131,"responsive",1615,"fa19"
3131,"closeFrds",7837,"fa19"
3132,"closeFrds",5661,"fa19"
3132,"negEmoSupp",7534,"fa19"
3132,"closeFrds",4685,"fa19"
3132,"closeFrds",1809,"fa19"
3132,"closeFrds",2654,"fa19"
3132,"responsive",5661,"fa19"
3132,"closeFrds",1487,"fa19"
3132,"closeFrds",5712,"fa19"
3132,"negEmoSupp",3670,"fa19"
3132,"negEmoSupp",6542,"fa19"
3132,"negEmoSupp",6207,"fa19"
3137,"responsive",6607,"fa19"
3137,"closeFrds",3410,"fa19"
3137,"responsive",6016,"fa19"
3137,"responsive",5962,"fa19"
3137,"responsive",1550,"fa19"
3137,"negEmoSupp",6016,"fa19"
3137,"negEmoSupp",5962,"fa19"
3137,"closeFrds",5962,"fa19"
3137,"closeFrds",1550,"fa19"
3137,"closeFrds",3252,"fa19"
3137,"closeFrds",5514,"fa19"
3137,"responsive",5514,"fa19"
3137,"responsive",3410,"fa19"
3137,"closeFrds",6016,"fa19"
3137,"negEmoSupp",5514,"fa19"
3137,"negEmoSupp",3410,"fa19"
3140,"responsive",2396,"fa19"
3140,"closeFrds",6317,"fa19"
3140,"closeFrds",3139,"fa19"
3140,"negEmoSupp",6317,"fa19"
3140,"negEmoSupp",3139,"fa19"
3140,"closeFrds",8222,"fa19"
3140,"responsive",2660,"fa19"
3140,"negEmoSupp",2660,"fa19"
3140,"closeFrds",4982,"fa19"
3140,"negEmoSupp",8222,"fa19"
3140,"negEmoSupp",2396,"fa19"
3144,"closeFrds",7047,"fa19"
3144,"closeFrds",4982,"fa19"
3144,"responsive",6648,"fa19"
3144,"responsive",4962,"fa19"
3144,"responsive",4982,"fa19"
3144,"closeFrds",8135,"fa19"
3144,"responsive",7544,"fa19"
3144,"closeFrds",5368,"fa19"
3144,"negEmoSupp",4982,"fa19"
3159,"responsive",6674,"fa19"
3159,"closeFrds",6674,"fa19"
3159,"negEmoSupp",5603,"fa19"
3159,"negEmoSupp",8132,"fa19"
3159,"closeFrds",2819,"fa19"
3159,"closeFrds",8132,"fa19"
3159,"closeFrds",5603,"fa19"
3159,"closeFrds",3185,"fa19"
3159,"negEmoSupp",6674,"fa19"
3166,"closeFrds",7635,"fa19"
3166,"responsive",8000,"fa19"
3166,"negEmoSupp",8000,"fa19"
3166,"negEmoSupp",4571,"fa19"
3166,"negEmoSupp",3864,"fa19"
3166,"closeFrds",4571,"fa19"
3166,"responsive",3864,"fa19"
3166,"closeFrds",7273,"fa19"
3166,"negEmoSupp",7635,"fa19"
3166,"closeFrds",8000,"fa19"
3166,"responsive",4571,"fa19"
3166,"closeFrds",1234,"fa19"
3166,"closeFrds",3864,"fa19"
3166,"responsive",7635,"fa19"
3166,"negEmoSupp",1234,"fa19"
3167,"responsive",1761,"fa19"
3167,"negEmoSupp",3890,"fa19"
3167,"closeFrds",5392,"fa19"
3167,"closeFrds",3103,"fa19"
3167,"negEmoSupp",5164,"fa19"
3167,"responsive",7114,"fa19"
3167,"closeFrds",5985,"fa19"
3167,"closeFrds",5164,"fa19"
3167,"responsive",5164,"fa19"
3167,"negEmoSupp",7114,"fa19"
3167,"closeFrds",8032,"fa19"
3167,"closeFrds",7114,"fa19"
3179,"closeFrds",3600,"fa19"
3179,"closeFrds",3821,"fa19"
3179,"closeFrds",4011,"fa19"
3179,"closeFrds",3716,"fa19"
3179,"closeFrds",2507,"fa19"
3182,"responsive",4627,"fa19"
3182,"negEmoSupp",3861,"fa19"
3182,"responsive",6207,"fa19"
3182,"closeFrds",6511,"fa19"
3182,"closeFrds",3861,"fa19"
3182,"closeFrds",4179,"fa19"
3182,"closeFrds",4627,"fa19"
3182,"negEmoSupp",7189,"fa19"
3182,"negEmoSupp",6389,"fa19"
3182,"negEmoSupp",4963,"fa19"
3182,"closeFrds",4963,"fa19"
3182,"responsive",4179,"fa19"
3182,"negEmoSupp",6511,"fa19"
3182,"negEmoSupp",4627,"fa19"
3182,"closeFrds",1333,"fa19"
3187,"closeFrds",5933,"fa19"
3187,"responsive",4275,"fa19"
3187,"negEmoSupp",5933,"fa19"
3187,"negEmoSupp",6878,"fa19"
3187,"negEmoSupp",4523,"fa19"
3187,"responsive",7613,"fa19"
3187,"negEmoSupp",7736,"fa19"
3187,"closeFrds",7866,"fa19"
3187,"closeFrds",7736,"fa19"
3187,"negEmoSupp",4122,"fa19"
3187,"negEmoSupp",3244,"fa19"
3187,"closeFrds",3244,"fa19"
3189,"responsive",1635,"fa19"
3189,"closeFrds",4543,"fa19"
3189,"negEmoSupp",7264,"fa19"
3189,"negEmoSupp",4543,"fa19"
3189,"negEmoSupp",1635,"fa19"
3189,"responsive",4781,"fa19"
3189,"closeFrds",1635,"fa19"
3189,"responsive",4884,"fa19"
3189,"closeFrds",4781,"fa19"
3189,"negEmoSupp",4884,"fa19"
3189,"closeFrds",7264,"fa19"
3189,"responsive",7264,"fa19"
3189,"closeFrds",4884,"fa19"
3189,"negEmoSupp",4781,"fa19"
3189,"closeFrds",6327,"fa19"
3201,"closeFrds",2596,"fa19"
3201,"negEmoSupp",7644,"fa19"
3201,"responsive",2837,"fa19"
3201,"closeFrds",8123,"fa19"
3201,"negEmoSupp",6877,"fa19"
3201,"closeFrds",2837,"fa19"
3201,"closeFrds",6564,"fa19"
3201,"negEmoSupp",2314,"fa19"
3201,"closeFrds",3685,"fa19"
3201,"closeFrds",1114,"fa19"
3208,"responsive",3568,"fa19"
3208,"negEmoSupp",4962,"fa19"
3208,"closeFrds",6388,"fa19"
3208,"responsive",7898,"fa19"
3208,"negEmoSupp",8131,"fa19"
3208,"responsive",6388,"fa19"
3208,"negEmoSupp",5639,"fa19"
3208,"closeFrds",8131,"fa19"
3208,"closeFrds",7898,"fa19"
3208,"closeFrds",5639,"fa19"
3208,"closeFrds",3568,"fa19"
3208,"negEmoSupp",2931,"fa19"
3208,"negEmoSupp",7898,"fa19"
3208,"closeFrds",2931,"fa19"
3208,"negEmoSupp",3568,"fa19"
3208,"responsive",8131,"fa19"
3217,"responsive",2717,"fa19"
3217,"closeFrds",2916,"fa19"
3217,"negEmoSupp",2916,"fa19"
3217,"responsive",1985,"fa19"
3217,"negEmoSupp",1985,"fa19"
3217,"responsive",7159,"fa19"
3217,"negEmoSupp",4065,"fa19"
3217,"negEmoSupp",3120,"fa19"
3217,"closeFrds",4623,"fa19"
3217,"responsive",2916,"fa19"
3217,"responsive",4623,"fa19"
3217,"responsive",7794,"fa19"
3217,"closeFrds",3120,"fa19"
3220,"closeFrds",1991,"fa19"
3220,"responsive",2758,"fa19"
3220,"closeFrds",5616,"fa19"
3220,"closeFrds",4196,"fa19"
3229,"responsive",7860,"fa19"
3229,"responsive",5832,"fa19"
3229,"responsive",5485,"fa19"
3229,"closeFrds",7860,"fa19"
3229,"negEmoSupp",7860,"fa19"
3229,"responsive",2543,"fa19"
3229,"closeFrds",2543,"fa19"
3229,"closeFrds",5832,"fa19"
3229,"closeFrds",5485,"fa19"
3229,"responsive",7933,"fa19"
3229,"negEmoSupp",7933,"fa19"
3229,"responsive",7569,"fa19"
3229,"negEmoSupp",5832,"fa19"
3229,"closeFrds",7933,"fa19"
3229,"negEmoSupp",5485,"fa19"
3229,"closeFrds",7569,"fa19"
3230,"negEmoSupp",3090,"fa19"
3230,"responsive",3090,"fa19"
3230,"responsive",7933,"fa19"
3230,"negEmoSupp",7713,"fa19"
3230,"negEmoSupp",1162,"fa19"
3230,"negEmoSupp",3579,"fa19"
3230,"responsive",3579,"fa19"
3230,"closeFrds",3098,"fa19"
3230,"negEmoSupp",3238,"fa19"
3230,"responsive",3972,"fa19"
3230,"closeFrds",7713,"fa19"
3230,"responsive",7713,"fa19"
3230,"closeFrds",3579,"fa19"
3230,"closeFrds",3090,"fa19"
3230,"closeFrds",3238,"fa19"
3230,"responsive",3098,"fa19"
