id,man,woman,screen,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent18,prolific_id,fig.1a,fig.1b,wc,fig.2a,fig.2b,wc2,fig.3a,fig.3b,wc3,fig.4a,fig.4b,wc4,fig.5a,fig.5b,wc5,fig.6a,fig.6b,wc6,fig.7a,fig.7b,wc7,fig.8a,fig.8b,wc8,fig.9a,fig.9b,wc9,fig.10a,fig.10b,wc10,fig.11a,fig.11b,wc11,fig.12a,fig.12b,wc 12,fig.13a,fig.13b,wc13,fig.14a,fig.14b,wc14,fig.15a,fig.15b,wc15,fig.16a,fig.16b,wc16,fig.17a,fig.17b,wc17,fig.18a,fig.18b,wc18,fig.19a,fig.19b,wc19,fig.20a,fig.20b,wc20,fig.21a,fig.21b,wc21,fig.22a,fig.22b,wc22,fig.23a,fig.23b,wc23,fig.24a,fig.24b,wc24,fig.25a,fig.25b,wc25,fig.26a,fig.26b,wc26,fig.27a,fig.27b,wc27,fig.28a,fig.28b,wc28,fig.29a,fig.29b,wc29,fig.30a,fig.30b,wc30,loneliness,loneliness_2,loneliness_3,loneliness_4,loneliness_5,loneliness_6,loneliness_7,loneliness_8,loneliness_9,loneliness0,loneliness1,loneliness2,loneliness3,loneliness4,loneliness5,loneliness6,loneliness7,loneliness8,loneliness9,loneliness_20,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,race_cold_warm,race_cold_warm_2,race_cold_warm_3,race_cold_warm_4,race_cold_warm_6,race_cold_warm_7,race_cold_warm_8,political_ideology,political_party,political_party_4_TEXT,authenticity,authenticity_2,authenticity_3,authenticity_4,authenticity_5,authenticity_6,authenticity_7,authenticity_8,authenticity_9,authenticity0,authenticity1,authenticity2,age,gender,us_citizen,us_citizen_2_TEXT,us_born,us_years,us_region,us_region_3_TEXT,race_eth,education,income,mTurkCode,man,woman
57,Benjamin,Amber,good,2/11/2020 9:57,2/11/2020 10:12,0,98.219.11.148,100,909,1,2/11/2020 10:12,R_10HqoLSW3UHs2Yr,,,,,34.03889465,-84.38259888,anonymous,EN,1,5c07c3bf5bc98600017f9060,27,Really like all of the colors and how they mesh well.,53,20,bright and happy,16,-20,seems to be a lot of angry scribble.,36,10,I like the bold style.,22,-5,Missing something,17,10,Something very simplistic about it. The colors mesh well.,57,-24,Dull and confusing,18,11,Very colorful. Looks like the hustle and bustle of a city.,59,10,looks like sleeping beauty in a garden,38,-26,This picture just seems depressing.,35,10,Look like it's in constant movement.,36,15,Like how all the colors seem to blend together.,47,35,Reminds me of rain running down a window.,41,12,Reminds me of the outdoors.,27,7,Reminds me of blueberry bushes.,31,-39,Don't like the teddy bear. It takes away from the painting.,59,-10,Don't really like pastels.,26,-6,ugly and lots of movement,25,16,Reminds me of a busy village.,29,6,Bold strokes and colors.,24,49,sunset after the rain,21,5,Colors are bright and cheerful.,31,4,The background colors seem too dark and the middle images take away from it.,76,50,peaceful and calm yet joyous.,29,11,Regal. Reminds me of Egyptian art.,34,1,The colors are muted.,21,6,I like the colors.,18,-30,Colors are too dull.,20,-15,Don't like the red X across the painting.,41,15,fresh and bold. outgoing.,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,1,5,5,7,1,7,1,100,100,100,100,100,100,100,3,2,,6,1,1,1,1,1,1,6,6,1,6,1,46,1,1,,1,,1,,3,5,6,9525884,Benjamin,Amber
58,Dylan,Alexandra,good,2/11/2020 9:59,2/11/2020 10:13,0,152.27.52.226,100,859,1,2/11/2020 10:13,R_12FI2CvOUIXbAGr,,,,,35.37770081,-79.90930176,anonymous,EN,1,5c59eb79d85a070001e8f172,32,I love the warm colors of the art,33,-9,This is ugly- too plain and busy at the same time,49,-48,I could scribble on paper and mimic this,40,-41,This artwork looks like a child did it,38,-40,This looks like a twelve year old did it,40,11,this is interesting and unique,30,-20,I do not like the boring colors in this.,40,-11,The colors are nice but the big face in the sky is creepy,57,-20,This picture is too busy and ugly,33,33,"The longer I looked at this, the more I liked it",48,21,"I normally would not like this photo, but the design is nice.",61,11,"I like the pattern of this picture, but the colors could be nicer",65,12,I do like the blue colors in this.,34,22,"Pretty, dainty, unique",22,10,"This is sort of ugly, but I do like the design.",47,-40,This is weird and creepy.,25,42,This is very beautiful and elegant.,35,-40,"Ugly, too much is going on",26,-19,This photo has too much going on.,33,-30,The white blob looks like a face and it's creepy,48,42,"This one is nice, it reminds me of the sky",42,32,The colors in this picture are nice.,36,41,This is my favorite of them all. I love the colors.,51,42,This reminds me of a creek or a river. It puts me a peace,57,-30,This is too dark and creepy. I also hate the color,50,22,I like the colors but it is still a little boring,49,-36,This is ugly and looks like a child did this,44,-20,"Boring, looks like it belongs in a coffee shop",46,-29,I don't like this. It is ugly and dark,38,43,I really love the pastel colors and the 3D design in this,57,2,3,4,4,3,3,2,2,3,2,3,3,2,2,2,3,3,,2,3,5,2,3,6,5,3,2,2,3,3,100,100,100,100,100,100,100,4,3,,5,6,2,3,5,3,4,4,3,5,4,5,22,1,1,,1,,1,,3,3,2,4942414,Dylan,Alexandra
59,Thomas,Haley,good,2/11/2020 9:40,2/11/2020 10:13,0,208.253.13.221,100,2006,1,2/11/2020 10:13,R_1K2XiVNnFSoGFyr,,,,,40.67390442,-73.93579865,anonymous,EN,1,5787014f2fc0d400012c6941,7,"Pleasant, but a tad too monochromatic in some areas for my taste",64,-30,My first thought was that it looks like a children's art project,64,-10,Too messy and structure-less,28,-9,This image doesn't invoke anything in me,40,-3,I'm confused by what I am looking at,36,10,I like the color and the gradient,33,-36,"Confusion, mild aversion",24,50,Gorgeous! I love the colors and the details.,44,-20,"I don't like the picture, but it wouldn't surprise me if someone did",68,20,"Makes me want to know more about it, and potentially the artist.",64,40,Lovely. I could look at this for a really long time. I love the details and the composition.,92,16,Very interesting. Makes me want to look at it for a long time.,62,-10,Nothing about this stands out to me,35,-20,"I like the colors in the background, but not the bottom/center. It almost looks sloppy.",87,9,"Interesting, and I don't dislike it.",36,5,Makes me want to know more,26,50,Colors and composition are beautiful. I would hang this in my home.,67,40,I could stare at this for long stretches of time and still find new details. I love it.,87,-10,"I like this as a whole, but the longer I look at it, the less it pleases me",75,30,I really enjoy the contrast of colors (blue/red/orange),55,50,"Again, I love the use of color",30,50,Beautiful. I love the color contrast and gradients.,51,50,Beautiful. Very detailed and colorful. I enjoy looking at it.,61,20,Beautiful colors and texture,28,-3,I like the design but the brightness of the color feels almost blinding to me.,78,9,"It feels almost unfinished, but I like the color palette",56,-20,"First thought is again, that this looks like a child's art assignment",69,50,"I can't explain why, but I really love this one",47,-20,"Looks messy, but not in appealing way",37,18,I like the colors,17,4,3,4,3,3,2,4,4,4,2,3,4,4,2,4,3,4,4,2,2,2,3,6,7,7,7,7,1,3,2,100,100,100,100,100,0,10,1,2,,5,2,4,4,5,6,2,5,3,8,5,8,25,1,1,,2,,2,,3,6,2,7156620,Thomas,Haley
62,Jose,Katherine,good,2/11/2020 9:55,2/11/2020 10:15,0,172.116.42.195,100,1186,1,2/11/2020 10:15,R_2ZUq570eKUcJoEW,,,,,34.0717926,-117.6972961,anonymous,EN,1,5e115f20265c8081ee355f6a,27,Blurry but that's how emotions are a lot of the time.,53,17,The color combo is kind of ugly but there's something charming about it still,77,-34,Too much red! Reminds me of blood. I hate blood.,48,27,I like how many different ways there are to interpret this.,59,8,Don't love don't hate,21,34,This could be so many different things. I saw a bird first but then it looks like a needle going into skin,106,-7,"Reminds me of bugs, I hate bugs",31,38,"This is really cool, I love the fragments of faces",50,22,Idk what is in the middle but the blurry image makes it seem like the subject is of the painters interest,105,15,This is pretty rad. The outline looks like a music staff,56,19,Makes me feel like my vision is breaking,40,50,Not sure why but this is my favorite. I'd put it on my wall,66,50,Best color combo. i love this.,37,30,I don't like the color red,26,-25,black dots too ant-like,23,24,Super weird. Id like to know more about it,42,32,Looks like a weird blurry heaven again! I dig,45,50,Ok this is really badass. Like a warrior come to the last battle,64,46,I dig the not being able to tell what anything is but knowing everything is supposed to be something,100,13,More dark colors and blurry objects.,36,43,I can't explain why this struck me as absolutely gorgeous. Like the clashing between 2 different worlds,103,38,Cool squares but what's the circle?,35,50,"This one is awesome, kinda looks like a cake with sprinkles but in a different universe",87,39,The combination of nature / realism with abstract colors is unique.,67,47,"That's pretty awesome. I love the green and black combo, reminds me of one of those cartoon creepy movies",105,38,This style of objects that are supposed to be something but then are blurry is interesting.,91,16,it's like a weird version of heaven,35,-18,Eh it's just kinda brown and muddy and not very nice looking,60,13,I think the grey and red inspire negative feelings but it's not the worst thing.,80,46,For some reason I like the red in this one. Maybe it's the style of lines/blurs,79,2,3,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,5,3,1,5,7,5,7,7,5,1,78,96,89,94,86,20,47,1,2,,6,3,4,8,2,2,4,6,5,4,6,2,21,1,1,,1,,1,,3,3,4,6460794,Jose,Katherine
63,Aaron,Anna,good,2/11/2020 10:02,2/11/2020 10:15,0,132.198.9.255,100,784,1,2/11/2020 10:15,R_1DXZx43uHHYFwsj,,,,,44.44340515,-73.082901,anonymous,EN,1,5aeb33dc329e250001c1f9c3,21,The colors are nice but that's all it is,40,-20,The colors are pretty but I don't really like the shapes in it.,63,-12,Definition of mediocre abstract art,35,-30,It doesn't make me feel anything it just looks like a kid did it.,65,-20,It's kind of boring.,20,40,It reminds me of a simplistic bird. I like the colors used.,59,10,It's kind of ugly but I like the texture.,41,40,The shapes and colors work well together.,41,-10,It looks like a child's crayon drawing.,39,30,I like how simple but intricate it is.,38,50,It makes me think of a coastal sea town.,40,10,Therapist wall art.,19,40,It reminds me of a window on a rainy day.,41,15,It reminds me of a tree in the desert.,38,40,I like how it's simple but beautiful.,37,10,It's edgy but cool,18,45,it brings a clear picture to my minds eye:,42,21,I could spend a long time looking at it and see different things in the shapes.,79,22,I like the shapes.,18,10,I would like it more without the frame.,39,22,I love the colors and the differences between the left and right sides.,71,-30,"Boring, typical abstract art",28,50,I love the colors and the contrast.,35,31,I like how it evokes the feeling of being in a forest. The colors are pretty,76,50,I love the green and the texture,32,-30,It looks like a watercolor I did when I was 6.,46,-11,It looks like when my little sister took magic markers to the wall.,67,-30,It's drab and looks like stereotypical abstract art.,52,45,I like the texture and colors and how it makes me feel. I like how it's different from other abstract art.,106,15,It looks like a pretty but unremarkable painting in a doctors office,68,2,3,3,3,2,3,4,4,3,3,4,4,4,4,3,3,2,4,4,4,6,1,5,5,7,5,7,5,5,5,60,65,65,65,90,3,60,1,2,,5,5,4,2,4,4,5,4,4,5,4,4,21,1,1,,1,,2,,3,3,1,1453425,Aaron,Anna
69,Nathan,Danielle,good,2/11/2020 9:59,2/11/2020 10:18,0,174.45.192.9,100,1128,1,2/11/2020 10:18,R_2fGQ7gNFAGgibes,,,,,42.84309387,-106.3130035,anonymous,EN,1,5d83140cc554400001289ff1,-40,"Not a fan of the mood, overly party-ish and bright colors do not suit my taste",78,-30,Not a fan of this style,23,-20,"Looks like it was painted with blood, which I'm aware is an art style, but it just looks messy.",95,-10,Not my preference when it comes to art styles or subjects,57,-30,Not a fan of the themes,23,-43,Not a fan of anything in this,29,-50,I don't like this kind of color scheme or look they went for,60,30,"Enjoy this, it looks like a rushing water pool, surrounded by mountains and buildings, hiding details such as faces.",116,-40,Looks like a child's drawing,28,25,"Seems very lovecraftian, which I love that style",48,30,Reminds me of some of post-apocalyptic view of street lights or maybe a city,76,10,"Kind of interesting, seems almost nostalgic in a way to me.",59,40,"While it is a bit basic and doesn't speak to me much, I like the feeling it gives",81,-30,"Too much yellow in this image, i'm not a fan of art that is overly-saturated with yellow",88,15,"This is pretty nice, reminds me of dark peacock feathers, or perhaps a bush with berries in it?",95,20,"I enjoy how slightly strange this is, while seeming to still have some message",78,-10,"It's alright, nothing I particularly like but it's just fine",60,10,Doesn't really speak to me well but I can appreciate it,55,-21,It looks like as if it were portraying a village that was polluted? I don't like the theme anyway,97,-10,"Don't really like the subject it focuses on, however the color usage is great",77,40,"I like it. It's some of war-scene, bloodshed and battle on the left, field of dispair on the right, dark and rich",113,10,"A bit colorful, but slightly enjoyable, almost gives off castle/sunset vibes",76,10,"While I don't normally enjoy these color schemes all together, I kind of like this one",86,40,Looks like a mystical type of forest/waterfall. Love it,55,30,"I like it, a bit cryptic and obscene, I enjoy that",50,-20,"It's a little too yellow-y for me, I'm not a huge fan of the color schemes or setting it portrays.",98,-31,Looks a bit like a child's project with unsatisfying colors,59,20,"I enjoy the color themes, they seem gloomy and mysterious, and content in their own way, which I love.",102,-30,Quite ugly in my opinion,24,-9,"It's okay. It should either have stuck to the grey-blue, or added more red. Seems unorganized (maybe that's the point?)",119,3,3,3,2,2,3,4,4,2,2,4,4,3,4,3,1,3,2,2,2,2,4,6,4,5,6,4,5,7,2,100,100,100,100,50,50,100,4,3,,6,4,3,8,8,3,2,5,4,3,5,2,18,2,1,,1,18,3,Central,3,2,2,6918712,Nathan,Danielle
70,Eric,Sydney,good,2/11/2020 9:59,2/11/2020 10:18,0,71.64.25.120,100,1106,1,2/11/2020 10:18,R_A6xF0uJd1Ya2rC1,,,,,40.09820557,-83.15799713,anonymous,EN,1,5e0cd34376f45046333a5b87,35,I like the way that the colors blend.,37,-5,"I like the color, but I feel like I see a creepy face which I dislike.",70,5,This piece makes me think it has a backstory or a reason which I like.,70,10,"This piece catches my eye, but it's strange to me.",50,-5,I'm reminded of a volcano with weird colors.,44,5,This piece reminds me of the lorax.,35,20,This piece is really simple but the colors and texture work well together.,74,25,I love the colors in this piece.,32,35,"I see some of my favorite colors which I like, but I don't like what's portrayed.",81,-5,This piece is unusual in a way that makes me uncomfortable.,59,35,"I don't like the gloomy color, but it reminds me of a city which I like.",72,25,"I don't like the dark black with the bright colors, but this as a whole is nice.",80,40,"I love the style of this piece, but the color choice could've been more eye catching or calming.",96,35,I'm imagining a flower bouquet with pretty colors which I like.,63,-10,This picture is too confusing for me. I wouldn't want to stare at it to figure it out.,86,5,This piece is unusual but unique.,33,45,"This picture is calming to me, and I love the colors.",53,20,"I like the colors being used, but I don't like the chaos in the middle of it.",77,30,I like the color and the mix of sketches along with paint.,58,25,I love the color choice.,24,50,I love everything about this piece.,35,30,"I don't normally like bright colors, but I like them in this. Don't like the random black paint.",96,-10,"The piece seems chaotic, and I dislike the random pop of white within so many colors.",85,5,"I'm reminded of a waterfall, but I feel like it could've been better portrayed.",79,10,This piece gives me a lot of questions which I kind of like.,60,35,"I wish there was more detail, but I really like this simple piece.",66,30,This piece reminds me of a summer day.,38,25,I enjoy the colors.,19,5,I like that the colors are toned down even though they're everywhere.,69,50,"I love the colors, the style, and the uniqueness in this piece. I love everything.",82,3,3,2,3,1,2,3,4,3,3,4,4,3,3,1,3,3,3,3,3,7,6,6,5,6,2,6,3,6,2,100,100,100,100,50,50,50,4,3,,4,8,8,8,4,8,8,5,5,8,5,8,18,1,1,,1,,3,East,4,2,2,197537,Eric,Sydney
73,Cody,Emma,good,2/11/2020 10:02,2/11/2020 10:20,0,174.218.13.118,100,1024,1,2/11/2020 10:20,R_1LIAsiaXWEsW5mp,,,,,33.98370361,-84.1486969,anonymous,EN,1,5d901f42aee3200019552a17,40,"Pretty, nice use of color",25,-30,Don't love the colors,21,-10,Feels upset .......,19,0,Interesting but maybe a little creepy,37,-21,Kind of ugly ....,17,10,Birds are cool but I don't love it,34,15,"Cool, makes me think of archeology",34,50,Love the colors & block-style,29,-40,Feels angry .....,17,40,Feels musical .....,19,50,"Pretty, interesting, feels like a city, feels like home",55,20,Pretty but not a huge fan of the colors,39,41,It's pretty ...........,23,-10,Don't love it.,14,16,Don't love it but it's cute,27,-41,Kind of creepyyyyyy,19,46,Love the colors and the movement,32,-20,Vaguely creepy ........,23,40,"Interesting, leaves you wondering what it is",44,20,"I like the distortion of the objects, good colors",49,30,"Pretty, good colors",19,50,Love the use of color,21,50,Love the use of colors and light,32,50,"Beautiful, good colors, love water",34,30,Like the colors and the figure,30,-31,Looks unfinished,16,0,"Not sure how I feel about this. Messy, even for art. But good colors.",69,-10,Don't love the colors,21,-22,"Feels messy, stressful",22,20,"Like the design, not a big fan of the colors",44,3,3,4,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,4,4,3,2,2,5,5,4,3,2,4,3,70,70,70,70,60,0,70,1,4,Leftist,5,8,3,3,4,4,8,5,5,8,5,2,23,3,1,,1,,1,,3,5,2,3427483,Cody,Emma
74,Brian,Julia,good,2/11/2020 10:03,2/11/2020 10:21,0,71.69.87.122,100,1085,1,2/11/2020 10:21,R_2e88O56JxujeuAh,,,,,36.03219604,-79.8588028,anonymous,EN,1,5b3512c6415e920001b55046,-25,I don't feel like much is happening in this painting,52,43,I like how it looks like a cute smiling face,44,27,this is a very nice emotion,27,-34,"it reminds me of McDonalds, and not in a good way.",50,18,I like this one but wish it had more context around it,54,-34,this is too simple for me,25,-26,I would like this more if I could pretend it was the moon.,58,-25,it's a little too classical for my tastes,41,-25,I don't like the framing of this one,36,-14,"this is a good painting, but feels musical in a way that I don't connect with.",78,14,this looks like a beautiful rainy day in a hellish urban mountain city,70,15,"this is pretty, but I wouldn't hang it on my wall.",50,-18,I don't really care for splatter paintings; the spectral colors underneath are nice.,84,-38,I don't care for the style,26,-27,This is simply too "old-school",31,50,I love the teddy bear,21,-18,I'm not into paintings of trees,31,25,"Very classy, I feel like it's the apocalypse.",45,-7,I like this style but don't really like the specific setting of the landscape,77,19,"The colors are nice, and the shapes conjure the decay of the city in the face of natural entropy",96,-27,there's not enough fine detail in this one,42,-27,this is too generic,19,-10,this looks like a pop rock album cover,38,-15,"it's a nice stream, but I don't care for plain nature",53,10,the color is pleasing and draws out the contrast of the lines,61,-21,I'm not really into landscapes unless I have a personal connection to them,74,25,"Colors could be more pleasing, but I really like the thinner lines superimposed over the background",99,-15,the people kind of scare me in this one,39,26,it looks like a top-down battle arena,37,-17,"this is probably part of a neat series, but the abstraction doesn't speak to me",79,2,2,3,2,4,3,3,3,2,3,4,2,3,3,4,3,3,1,3,4,5,5,5,2,5,7,5,4,6,3,69,61,73,88,68,12,50,1,4,Green,6,8,2,8,8,8,1,4,6,8,4,2,28,2,1,,1,,1,,3,5,1,9110703,Brian,Julia
75,Noah,Maria,good,2/11/2020 10:00,2/11/2020 10:22,0,172.98.93.230,100,1318,1,2/11/2020 10:22,R_u4jBc0q7PjVyGid,,,,,40.73080444,-73.99749756,anonymous,EN,1,5dd0914790fc85167bcbb98e,-10,"the bright colours evoke the 90s, and not their best part",57,-31,"again, I struggle to see the art and I dislike the green in particular.",71,-20,I struggle to see the art,25,2,no strong feelings about this one,33,-10,"this feels like something I should like, but I'm not feeling the execution",74,21,"intrigues me - not sure what I'm seeing, but I like combination of colour and texture",85,0,elicits no real response,24,-1,not sure what to make of this - just neutral again,50,-20,"while I don't dispute the art, it feels childish",48,0,not sure what to make of this one,33,27,"I enjoy the kandinsky-like general vibe, but the grey brings me down a bit",74,-10,"evokes the 80s, and not in a necessarily good way",49,-9,evokes a dampening feeling,26,26,I enjoy what comes across as a playful take on nature themes,60,32,i enjoy its apaprent simplicity (of colour and shape),53,-20,feel a little creeped out,25,30,feel close to nature,20,10,enjoy the juxtaposition of abstract with tangible elements & the use of color,77,32,the way the landscape is portrayed captivates me - I enjoy studying the structure,81,-18,just feels generic,18,31,"brings up imagery of the sea and clashing, though not in a negative way",71,-18,displeasure - not a fan of the colour or the shapes,51,10,"the pattern of colours imbues in me a sense of infinity, which I find soothing",78,-30,this evokes a gutural reaction - it displeases me how similar it is to art I saw growing up,91,16,I find it enjoyable - mainly because it is not art I ever expected to see,73,8,"fairly neutral, really",22,-9,"I generally enjoy the style, but I'm finding the green lines grating",68,2,"I want to like it, but I'm not really sure what to make of it",61,-19,the mixed medium / collage annoys me,36,15,uplifted and yet calmed,23,2,3,3,4,4,2,4,4,3,3,4,4,3,3,4,3,4,3,4,3,6,5,4,5,6,5,7,2,4,2,81,81,82,82,94,24,51,1,2,,1,4,5,6,6,4,6,4,8,5,2,5,33,2,2,Portugal,2,1,2,,3,6,3,7449536,Noah,Maria
76,Adam,Allison,good,2/11/2020 10:02,2/11/2020 10:22,0,172.11.250.139,100,1209,1,2/11/2020 10:22,R_3q8n6NCtIfVbmfn,,,,,33.78379822,-84.44550323,anonymous,EN,1,5d31edfd0260fb00012ebdea,-10,Messy mix of primary colors.,28,-31,Hate the vomit green.,21,-10,Reminds me of a hot mess,24,-10,McDonald's French Fries.,24,-5,Too loud. Dislike the bright yellow.,36,5,Simple desert scene.,20,5,I like the earth tones here,27,10,Eclectic city with good mix of colors.,38,-20,"Very eclectic and messy. Not my preference, but may work for some.",66,10,I like the contrast,19,9,Kind of reminds me of DNA.,26,-5,Minimalist colors and shapes.,29,10,Generic mix of colors. Cool and messy.,38,-6,Very abstract. Unsure of what I'm looking at. No emotions towards it.,69,5,Eyes hunt for the blue in the black.,36,-6,"Hard contrast, but no emotions towards any of the objects.",58,-10,Very washed out.,16,10,Colors are okay. Reminds me of cavalry.,39,-5,Messy mix of colors.,20,10,Melty picture. Reminiscent of Dali.,35,15,I like color mix here,21,-10,Very generic mix of primary colors and shapes. Not a huge fan.,62,25,"I like the color contrast, though I'm unable to tell what the white shapes are.",79,5,I appreciate the earth tones. Soothing.,39,-5,"high contrast draws attention to the image, but I'm not sure what I'm seeing",76,10,"pretty colors, but sketch style isn't for me",44,3,"Warn colors are pretty, but too blotchy for me.",47,-20,Dislike the colors.,19,-5,Flash is too strong. Dislike the colors,39,-5,Dislike the contrast here.,26,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,7,6,6,4,4,5,60,60,80,70,70,0,40,1,2,,5,4,8,8,8,4,2,4,4,2,4,2,28,2,1,,2,,1,,4,5,4,8149972,Adam,Allison
77,Steven,Jordan,good,2/11/2020 10:05,2/11/2020 10:23,0,66.176.141.97,100,1063,1,2/11/2020 10:23,R_3m2F6ggP2E8xF2e,,,,,26.11360168,-80.22820282,anonymous,EN,1,5e3db491bf231d0265c96b23,10,"It's fine, but its like something you'd see in the restroom of a cheap restaurant",81,-46,I can't get past the fact that it looks like someone wearing a mask,67,-50,"i don't like this, just looks like scribbles",44,-33,The colors remind me of mcdonalds,33,-25,I dont really get anything from this,36,13,"This is interesting, I feel solitude, and loneliness from this.",63,1,looks like the surface of the moon.,35,21,"very nice, i love what's going on here",38,-50,"I just dont like it, no reaction from me at all",47,-19,"I dont like it, there is too much going on",42,50,"Oh, I love this one, it says to me that life is very busy",57,1,not my kind of thing,20,-50,"It's just paint splatter, no real meaning to me",47,27,"this one isn't bad, reminds me a tree that gives life, and people are waiting for someone new to be born",104,-5,I'm just not into it,20,-15,Not interested at all,21,50,"absolutely gorgeous, I feel solitude again, but the beauty is there also",72,50,"Oh heck yes! I see two warriors riding down from valhalla, awesome painting",75,23,"I like it, I see someone walking his dog in the early morning time",66,10,"It's okay, I see what looks like a truck laying on it's side. Meh",65,14,"Okay, I love the color schemes, I can't quite figure it out though",66,1,"not a fan of this, it's boring",30,-50,"NO, I don't get it",18,50,"It's beautiful! I love it! I see a waterfall, and they are my favorite things in the world",90,15,"It's fine, belongs in a church, or somewhere else mystical",58,20,"This one is nicer, looks like a walk in a small, dreamy city",60,50,"two warring cities, separated by a small desert",47,1,It's a bike that was left abandoned by someone who doesnt care for it,69,-27,"Yeah, I don't know. It's clearly a situation where art is the reject of something more",86,-20,cant see the meaning behind it,30,4,4,4,4,4,2,3,4,1,2,4,4,1,4,4,4,2,4,4,4,1,1,5,2,7,7,7,3,5,3,100,78,100,85,100,1,1,4,2,,6,1,1,1,1,1,1,6,6,1,6,1,37,2,1,,1,,1,,3,3,2,6711150,Steven,Jordan
78,Jason,Kaitlyn,good,2/11/2020 10:07,2/11/2020 10:25,0,172.58.155.170,100,1059,1,2/11/2020 10:25,R_3pqVLJ0U6jbbC6P,,,,,35.229599,-80.84300232,anonymous,EN,1,5be74fe84c0e520001db7078,9,Interesting blend of colors,27,-13,Too jumbled and disorienting,28,-26,Too much red; very bland,24,3,I don't understand this at all,30,11,Wish the background had been kept clean; distracts from main object,67,30,I like the simplicity of the picture,36,-11,Boring  and lacks color,23,12,There are a lot of different interesting elements in the picture.,65,2,Focal point is interesting,26,-7,Picture looks smudged,21,9,Interesting use of color,24,17,The shapes present in the picture make it very interesting,58,7,Like the color choices,22,5,Focal point is interesting,26,11,Simplicity of colors is nice,28,-22,The bear is a weird choice,26,19,Very beautiful,14,0,Umclear what is present in the picture,38,-4,The picture contains a lot of brown and weird drips,51,-4,The picture looks smudged and dirty,35,12,The division in the picture is pleasing but the random white dots are distracting,81,11,Would be better if random black object was not present,54,9,Interesting contrast,20,16,I like the bright colors,24,20,Love the simplicity and lines,29,2,The colors look faded and blurry,32,9,The variation of orange is nice,31,-5,Not sure what way this picture is suppose to be oriented,56,-6,I do not like the red x present in the picture,46,-14,Do not like the streaks,23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,6,5,5,6,6,2,6,4,100,100,100,100,100,100,100,5,1,,5,2,8,1,2,2,2,5,5,8,5,2,30,1,1,,1,,1,,3,5,3,8899356,Jason,Kaitlyn
80,Logan,Destiny,good,2/11/2020 10:09,2/11/2020 10:26,0,128.180.232.177,100,1020,1,2/11/2020 10:26,R_2qek2frGJ2vaiYd,,,,,40.59950256,-75.376297,anonymous,EN,1,5a8b323e0f1bce0001224f8c,21,looks like an earlier painting. I wish I gave it -20 but oh well,64,30,omg she's so cute look at that little smile those eyelashes ugh love it,71,-34,im just getting more agitated and less appreciative of art. I have absolutely no scale to base on,97,-36,it looks like a preschooler just dragged his fingers around,59,-11,Just doesn't do a whole lot for me. I see Cinderellas broom,59,1,boring. don't really like birds,31,32,mars also crunchy leaves maybe a beehive,40,25,a cute little cute with some protectors,39,33,is that sleeping beauty,23,22,"The more I look the more I like. Reminds me of a rollercoaster and a war scene. A lot going on which is unnerving, like a rollercoaster but still fun",149,12,life is a highway,17,26,giving me major endless summer vibes,36,0,so simple and stupid this looks like what I did to my cousins wall when we repainted it for her 13th bday,105,-7,I dont really vibe with the grayish color palette,49,39,I couldn't tell you why but I'm really into this,48,-50,what is this doing for anyone. If you connect with this you're literally lying to yourself. pretentious,103,13,"similar to last one, still pretty cool but I liked arrangement of last one better",81,21,Can't tell if I love it or hate it. That response warranted more than neutral so I gave it 20 but not sure,106,45,this flow I just really like how everything blends but also doesn't,67,10,truck? train? dead cow? plane?,30,23,"Pink is my favorite, against blue it looks like sunset. Seems like a boat burning down, so don't absolutely love it",115,-40,so boring. Wow you made some circles some squares very nice,59,-29,This looks like the cover art for a scene band,46,50,brick wall waterfall girl you think you got it all,50,-26,creeeeeppyyyyyyy but mad cool,29,-3,I really love pastels and they're just being dimmed down too much here,70,-10,demon vs angel brawl over lemon lime sprite,43,36,"I wish I knew why I liked it, maybes its the pinky tones",56,-21,is this supposed to be edgy,27,-42,literally stupid I made this with as seen on tv products when I was 7,69,3,2,3,2,2,3,3,4,4,3,4,4,4,4,4,4,3,2,3,4,4,5,4,5,6,3,4,4,3,5,73,72,73,74,75,38,91,4,2,,5,6,5,5,5,6,4,2,3,3,3,8,20,1,1,,1,,2,,3,3,4,1316547,Logan,Destiny
